Client_ID	Покупатель	Contractor_name
CL_22131	"ООО ""Безупречная разработка"" ИНН 77155616523"	"ООО ""Безупречная разработка"" ИНН 77155616523 ЮРЛИЦО №1"
CL_22141	"ООО ""Бездонный анализ"" ИНН 50631635208"	"ООО ""Бездонный анализ"" ИНН 50631635208 ЮРЛИЦО №1"
CL_22151	"АО ""Основа"" ИНН 72290594005"	"АО ""Основа"" ИНН 72290594005 ЮРЛИЦО №1"
CL_22161	"ООО ""Арктический пример"" ИНН 31588956435"	"ООО ""Арктический пример"" ИНН 31588956435 ЮРЛИЦО №1"
CL_22171	"ООО ""Доктор"" ИНН 87146449779"	"ООО ""Доктор"" ИНН 87146449779 ЮРЛИЦО №1"
CL_22181	"АО ""Царская модель"" ИНН 51745294765"	"АО ""Царская модель"" ИНН 51745294765 ЮРЛИЦО №1"
CL_22191	"АО ""Прямой шаг"" ИНН 85559318538"	"АО ""Прямой шаг"" ИНН 85559318538 ЮРЛИЦО №1"
CL_22201	"ООО ""Площадь"" ИНН 78980408542"	"ООО ""Площадь"" ИНН 78980408542 ЮРЛИЦО №1"
CL_2221	"ООО ""Доход"" ИНН 95708556970"	"ООО ""Доход"" ИНН 95708556970 ЮРЛИЦО №1"
CL_22211	"ООО ""Убедительная деревня"" ИНН 23777573192"	"ООО ""Убедительная деревня"" ИНН 23777573192 ЮРЛИЦО №1"
CL_22211	"ООО ""Убедительная деревня"" ИНН 23777573192"	"ООО ""Убедительная деревня"" ИНН 23777573192 ЮРЛИЦО №2"
CL_22221	"ООО ""Идеальная личность"" ИНН 16934100153"	"ООО ""Идеальная личность"" ИНН 16934100153 ЮРЛИЦО №1"
CL_22231	"ООО ""Миг"" ИНН 50168129969"	"ООО ""Миг"" ИНН 50168129969 ЮРЛИЦО №1"
CL_22241	"ООО ""Твердое лицо"" ИНН 41371360961"	"ООО ""Твердое лицо"" ИНН 41371360961 ЮРЛИЦО №1"
CL_22251	"ООО ""Черная бумага"" ИНН 30069730604"	"ООО ""Черная бумага"" ИНН 30069730604 ЮРЛИЦО №1"
CL_22261	"АО ""Территория"" ИНН 79335334028"	"АО ""Территория"" ИНН 79335334028 ЮРЛИЦО №1"
CL_22271	"ПАО ""Неземная атмосфера"" ИНН 72721349428"	"ПАО ""Неземная атмосфера"" ИНН 72721349428 ЮРЛИЦО №1"
CL_22281	"ООО ""Отличный документ"" ИНН 97254317343"	"ООО ""Отличный документ"" ИНН 97254317343 ЮРЛИЦО №1"
CL_22291	"ООО ""Бездонная основа"" ИНН 78167870886"	"ООО ""Бездонная основа"" ИНН 78167870886 ЮРЛИЦО №1"
CL_22301	"ООО ""Серьезная база"" ИНН 98639335350"	"ООО ""Серьезная база"" ИНН 98639335350 ЮРЛИЦО №1"
CL_2231	"ООО ""Всесильный вариант"" ИНН 86303166973"	"ООО ""Всесильный вариант"" ИНН 86303166973 ЮРЛИЦО №1"
CL_22311	"ООО ""Бесценный ресторан"" ИНН 84768379900"	"ООО ""Бесценный ресторан"" ИНН 84768379900 ЮРЛИЦО №1"
CL_22321	"АО ""Сон"" ИНН 80431914818"	"АО ""Сон"" ИНН 80431914818 ЮРЛИЦО №1"
CL_22331	"ООО ""Товар"" ИНН 4093606475"	"ООО ""Товар"" ИНН 4093606475 ЮРЛИЦО №1"
CL_22341	"ООО ""Ветер"" ИНН 39898341876"	"ООО ""Ветер"" ИНН 39898341876 ЮРЛИЦО №1"
CL_22351	"ООО ""Рекордное требование"" ИНН 571483293"	"ООО ""Рекордное требование"" ИНН 571483293 ЮРЛИЦО №1"
CL_22361	"ООО ""Рука"" ИНН 3909253397"	"ООО ""Рука"" ИНН 3909253397 ЮРЛИЦО №1"
CL_22371	"АО ""Университет"" ИНН 81288604076"	"АО ""Университет"" ИНН 81288604076 ЮРЛИЦО №1"
CL_22381	"ООО ""Качество"" ИНН 85200789125"	"ООО ""Качество"" ИНН 85200789125 ЮРЛИЦО №1"
CL_22391	"ООО ""Сильный состав"" ИНН 14311470165"	"ООО ""Сильный состав"" ИНН 14311470165 ЮРЛИЦО №1"
CL_22401	"ООО ""Конец"" ИНН 54189170274"	"ООО ""Конец"" ИНН 54189170274 ЮРЛИЦО №1"
CL_22401	"ООО ""Конец"" ИНН 54189170274"	"ООО ""Конец"" ИНН 54189170274 ЮРЛИЦО №4"
CL_2241	"ООО ""База"" ИНН 59042785769"	"ООО ""База"" ИНН 59042785769 ЮРЛИЦО №1"
CL_22411	"ООО ""Этап"" ИНН 10692538269"	"ООО ""Этап"" ИНН 10692538269 ЮРЛИЦО №1"
CL_22421	"АО ""Счет"" ИНН 69952160526"	"АО ""Счет"" ИНН 69952160526 ЮРЛИЦО №1"
CL_22431	"ООО ""Массовое предложение"" ИНН 85363441243"	"ООО ""Массовое предложение"" ИНН 85363441243 ЮРЛИЦО №1"
CL_22431	"ООО ""Массовое предложение"" ИНН 85363441243"	"ООО ""Массовое предложение"" ИНН 85363441243 ЮРЛИЦО №3"
CL_22441	"ООО ""Работник"" ИНН 80965450198"	"ООО ""Работник"" ИНН 80965450198 ЮРЛИЦО №1"
CL_22441	"ООО ""Работник"" ИНН 80965450198"	"ООО ""Работник"" ИНН 80965450198 ЮРЛИЦО №3"
CL_22451	"АО ""Растение"" ИНН 43505232582"	"АО ""Растение"" ИНН 43505232582 ЮРЛИЦО №1"
CL_22451	"АО ""Растение"" ИНН 43505232582"	"АО ""Растение"" ИНН 43505232582 ЮРЛИЦО №5"
CL_22461	"ПАО ""Внушительная рамка"" ИНН 13222298357"	"ПАО ""Внушительная рамка"" ИНН 13222298357 ЮРЛИЦО №1"
CL_22471	"АО ""Сон"" ИНН 43251932235"	"АО ""Сон"" ИНН 43251932235 ЮРЛИЦО №1"
CL_22471	"АО ""Сон"" ИНН 43251932235"	"АО ""Сон"" ИНН 43251932235 ЮРЛИЦО №4"
CL_22481	"ООО ""Стойкий миг"" ИНН 62383956511"	"ООО ""Стойкий миг"" ИНН 62383956511 ЮРЛИЦО №1"
CL_22491	"ООО ""Колоссальный центр"" ИНН 58071861539"	"ООО ""Колоссальный центр"" ИНН 58071861539 ЮРЛИЦО №1"
CL_22501	"ООО ""Правило"" ИНН 54977910884"	"ООО ""Правило"" ИНН 54977910884 ЮРЛИЦО №1"
CL_2251	"ООО ""Одежда"" ИНН 88241452991"	"ООО ""Одежда"" ИНН 88241452991 ЮРЛИЦО №1"
CL_22511	"ПАО ""Глубокая служба"" ИНН 40591393098"	"ПАО ""Глубокая служба"" ИНН 40591393098 ЮРЛИЦО №1"
CL_22521	"ПАО ""Литература"" ИНН 93973512914"	"ПАО ""Литература"" ИНН 93973512914 ЮРЛИЦО №1"
CL_22521	"ПАО ""Литература"" ИНН 93973512914"	"ПАО ""Литература"" ИНН 93973512914 ЮРЛИЦО №2"
CL_22531	"ООО ""Убедительная перспектива"" ИНН 79294266449"	"ООО ""Убедительная перспектива"" ИНН 79294266449 ЮРЛИЦО №1"
CL_22541	"ООО ""Стопроцентное здание"" ИНН 87374549184"	"ООО ""Стопроцентное здание"" ИНН 87374549184 ЮРЛИЦО №1"
CL_22551	"ООО ""Сказочная программа"" ИНН 21203620896"	"ООО ""Сказочная программа"" ИНН 21203620896 ЮРЛИЦО №1"
CL_22561	"ООО ""Берег"" ИНН 52681733225"	"ООО ""Берег"" ИНН 52681733225 ЮРЛИЦО №1"
CL_22561	"ООО ""Берег"" ИНН 52681733225"	"ООО ""Берег"" ИНН 52681733225 ЮРЛИЦО №3"
CL_22561	"ООО ""Берег"" ИНН 52681733225"	"ООО ""Берег"" ИНН 52681733225 ЮРЛИЦО №5"
CL_22571	"ООО ""Хозяйство"" ИНН 74881660560"	"ООО ""Хозяйство"" ИНН 74881660560 ЮРЛИЦО №1"
CL_22581	"ООО ""Команда"" ИНН 6087210995"	"ООО ""Команда"" ИНН 6087210995 ЮРЛИЦО №1"
CL_22591	"ООО ""Правда"" ИНН 54941308057"	"ООО ""Правда"" ИНН 54941308057 ЮРЛИЦО №1"
CL_22591	"ООО ""Правда"" ИНН 54941308057"	"ООО ""Правда"" ИНН 54941308057 ЮРЛИЦО №2"
CL_22601	"ООО ""Экстраординарный фактор"" ИНН 65108159685"	"ООО ""Экстраординарный фактор"" ИНН 65108159685 ЮРЛИЦО №1"
CL_22601	"ООО ""Экстраординарный фактор"" ИНН 65108159685"	"ООО ""Экстраординарный фактор"" ИНН 65108159685 ЮРЛИЦО №3"
CL_2261	"ООО ""Мир"" ИНН 26343205681"	"ООО ""Мир"" ИНН 26343205681 ЮРЛИЦО №1"
CL_22611	"ПАО ""Блестящая деталь"" ИНН 46501444254"	"ПАО ""Блестящая деталь"" ИНН 46501444254 ЮРЛИЦО №1"
CL_22621	"ООО ""Филигранная улица"" ИНН 34103633016"	"ООО ""Филигранная улица"" ИНН 34103633016 ЮРЛИЦО №1"
CL_22631	"ООО ""Ключ"" ИНН 15554287495"	"ООО ""Ключ"" ИНН 15554287495 ЮРЛИЦО №1"
CL_22631	"ООО ""Ключ"" ИНН 15554287495"	"ООО ""Ключ"" ИНН 15554287495 ЮРЛИЦО №5"
CL_22641	"АО ""Дотошный инструмент"" ИНН 72417508369"	"АО ""Дотошный инструмент"" ИНН 72417508369 ЮРЛИЦО №1"
CL_22651	"ООО ""Ошеломляющий товар"" ИНН 69537447456"	"ООО ""Ошеломляющий товар"" ИНН 69537447456 ЮРЛИЦО №1"
CL_22661	"ООО ""Сон"" ИНН 15924663513"	"ООО ""Сон"" ИНН 15924663513 ЮРЛИЦО №1"
CL_22671	"ООО ""Поразительный выход"" ИНН 97497898434"	"ООО ""Поразительный выход"" ИНН 97497898434 ЮРЛИЦО №1"
CL_22681	"ООО ""Революционная бумага"" ИНН 98401971944"	"ООО ""Революционная бумага"" ИНН 98401971944 ЮРЛИЦО №1"
CL_22681	"ООО ""Революционная бумага"" ИНН 98401971944"	"ООО ""Революционная бумага"" ИНН 98401971944 ЮРЛИЦО №3"
CL_22691	"ООО ""Невиданный роман"" ИНН 19740303374"	"ООО ""Невиданный роман"" ИНН 19740303374 ЮРЛИЦО №1"
CL_22701	"АО ""Веский объем"" ИНН 50010047426"	"АО ""Веский объем"" ИНН 50010047426 ЮРЛИЦО №1"
CL_2271	"ПАО ""Образование"" ИНН 17239700237"	"ПАО ""Образование"" ИНН 17239700237 ЮРЛИЦО №1"
CL_22711	"ООО ""Решительный голос"" ИНН 74955741616"	"ООО ""Решительный голос"" ИНН 74955741616 ЮРЛИЦО №1"
CL_22721	"ООО ""Кино"" ИНН 91803204486"	"ООО ""Кино"" ИНН 91803204486 ЮРЛИЦО №1"
CL_22731	"ООО ""Неограниченный самолет"" ИНН 38500531625"	"ООО ""Неограниченный самолет"" ИНН 38500531625 ЮРЛИЦО №1"
CL_22741	"ООО ""Эпоха"" ИНН 29865668657"	"ООО ""Эпоха"" ИНН 29865668657 ЮРЛИЦО №1"
CL_22751	"ООО ""Металл"" ИНН 51285685174"	"ООО ""Металл"" ИНН 51285685174 ЮРЛИЦО №1"
CL_22761	"ООО ""Секунда"" ИНН 35624265759"	"ООО ""Секунда"" ИНН 35624265759 ЮРЛИЦО №1"
CL_22771	"ПАО ""Участник"" ИНН 93823846910"	"ПАО ""Участник"" ИНН 93823846910 ЮРЛИЦО №1"
CL_22771	"ПАО ""Участник"" ИНН 93823846910"	"ПАО ""Участник"" ИНН 93823846910 ЮРЛИЦО №2"
CL_22781	"ООО ""Специалист"" ИНН 83532305724"	"ООО ""Специалист"" ИНН 83532305724 ЮРЛИЦО №1"
CL_22791	"ПАО ""Идеальный адрес"" ИНН 83831594333"	"ПАО ""Идеальный адрес"" ИНН 83831594333 ЮРЛИЦО №1"
CL_22801	"ООО ""Деревня"" ИНН 88904479485"	"ООО ""Деревня"" ИНН 88904479485 ЮРЛИЦО №1"
CL_2281	"ООО ""Изумительное образование"" ИНН 20416118340"	"ООО ""Изумительное образование"" ИНН 20416118340 ЮРЛИЦО №1"
CL_22811	"ООО ""Судьба"" ИНН 78703843804"	"ООО ""Судьба"" ИНН 78703843804 ЮРЛИЦО №1"
CL_22821	"ООО ""Огромное правило"" ИНН 9175590440"	"ООО ""Огромное правило"" ИНН 9175590440 ЮРЛИЦО №1"
CL_22821	"ООО ""Огромное правило"" ИНН 9175590440"	"ООО ""Огромное правило"" ИНН 9175590440 ЮРЛИЦО №2"
CL_22821	"ООО ""Огромное правило"" ИНН 9175590440"	"ООО ""Огромное правило"" ИНН 9175590440 ЮРЛИЦО №3"
CL_22831	"ООО ""Железная столица"" ИНН 84300196104"	"ООО ""Железная столица"" ИНН 84300196104 ЮРЛИЦО №1"
CL_22841	"ООО ""Вещь"" ИНН 68143405707"	"ООО ""Вещь"" ИНН 68143405707 ЮРЛИЦО №1"
CL_22851	"ООО ""Внушительное колесо"" ИНН 13483001334"	"ООО ""Внушительное колесо"" ИНН 13483001334 ЮРЛИЦО №1"
CL_22861	"ООО ""Богатый рост"" ИНН 95420112909"	"ООО ""Богатый рост"" ИНН 95420112909 ЮРЛИЦО №1"
CL_22871	"ООО ""Космическая стена"" ИНН 9834831997"	"ООО ""Космическая стена"" ИНН 9834831997 ЮРЛИЦО №1"
CL_22881	"ООО ""Шаг"" ИНН 73504667208"	"ООО ""Шаг"" ИНН 73504667208 ЮРЛИЦО №1"
CL_22891	"ООО ""Документ"" ИНН 22845000460"	"ООО ""Документ"" ИНН 22845000460 ЮРЛИЦО №1"
CL_22901	"ООО ""Событие"" ИНН 1383109492"	"ООО ""Событие"" ИНН 1383109492 ЮРЛИЦО №1"
CL_2291	"ООО ""Счет"" ИНН 89947204005"	"ООО ""Счет"" ИНН 89947204005 ЮРЛИЦО №1"
CL_22911	"ООО ""Музыка"" ИНН 65510709563"	"ООО ""Музыка"" ИНН 65510709563 ЮРЛИЦО №1"
CL_22921	"ООО ""Успех"" ИНН 99441662909"	"ООО ""Успех"" ИНН 99441662909 ЮРЛИЦО №1"
CL_22921	"ООО ""Успех"" ИНН 99441662909"	"ООО ""Успех"" ИНН 99441662909 ЮРЛИЦО №3"
CL_22931	"АО ""Незаурядная школа"" ИНН 35602230405"	"АО ""Незаурядная школа"" ИНН 35602230405 ЮРЛИЦО №1"
CL_22931	"АО ""Незаурядная школа"" ИНН 35602230405"	"АО ""Незаурядная школа"" ИНН 35602230405 ЮРЛИЦО №4"
CL_22941	"ООО ""Комплекс"" ИНН 47910603001"	"ООО ""Комплекс"" ИНН 47910603001 ЮРЛИЦО №1"
CL_22941	"ООО ""Комплекс"" ИНН 47910603001"	"ООО ""Комплекс"" ИНН 47910603001 ЮРЛИЦО №2"
CL_22951	"ООО ""Письмо"" ИНН 49572285487"	"ООО ""Письмо"" ИНН 49572285487 ЮРЛИЦО №1"
CL_22961	"ООО ""Снег"" ИНН 19039022529"	"ООО ""Снег"" ИНН 19039022529 ЮРЛИЦО №1"
CL_22971	"ПАО ""Безупречный остров"" ИНН 2893994134"	"ПАО ""Безупречный остров"" ИНН 2893994134 ЮРЛИЦО №1"
CL_22981	"АО ""Безудержный рынок"" ИНН 48588824065"	"АО ""Безудержный рынок"" ИНН 48588824065 ЮРЛИЦО №1"
CL_22991	"ПАО ""Лицо"" ИНН 1746080414"	"ПАО ""Лицо"" ИНН 1746080414 ЮРЛИЦО №1"
CL_23001	"ПАО ""Непобедимое движение"" ИНН 57788501182"	"ПАО ""Непобедимое движение"" ИНН 57788501182 ЮРЛИЦО №1"
CL_2301	"ООО ""Вода"" ИНН 38039867199"	"ООО ""Вода"" ИНН 38039867199 ЮРЛИЦО №1"
CL_2301	"ООО ""Вода"" ИНН 38039867199"	"ООО ""Вода"" ИНН 38039867199 ЮРЛИЦО №4"
CL_23011	"ООО ""Настоящая зона"" ИНН 22475369425"	"ООО ""Настоящая зона"" ИНН 22475369425 ЮРЛИЦО №1"
CL_23021	"ООО ""Богатая эпоха"" ИНН 80085504324"	"ООО ""Богатая эпоха"" ИНН 80085504324 ЮРЛИЦО №1"
CL_23031	"ООО ""Задача"" ИНН 35989211342"	"ООО ""Задача"" ИНН 35989211342 ЮРЛИЦО №1"
CL_23041	"ООО ""Реакция"" ИНН 68520086519"	"ООО ""Реакция"" ИНН 68520086519 ЮРЛИЦО №1"
CL_23051	"ООО ""Кухня"" ИНН 25403594954"	"ООО ""Кухня"" ИНН 25403594954 ЮРЛИЦО №1"
CL_23051	"ООО ""Кухня"" ИНН 25403594954"	"ООО ""Кухня"" ИНН 25403594954 ЮРЛИЦО №5"
CL_23061	"ПАО ""Институт"" ИНН 58914288285"	"ПАО ""Институт"" ИНН 58914288285 ЮРЛИЦО №1"
CL_23061	"ПАО ""Институт"" ИНН 58914288285"	"ПАО ""Институт"" ИНН 58914288285 ЮРЛИЦО №3"
CL_23071	"ПАО ""Поразительная сила"" ИНН 19393422580"	"ПАО ""Поразительная сила"" ИНН 19393422580 ЮРЛИЦО №1"
CL_23081	"ООО ""Густое действие"" ИНН 58690257120"	"ООО ""Густое действие"" ИНН 58690257120 ЮРЛИЦО №1"
CL_23091	"АО ""Железная деятельность"" ИНН 91840523947"	"АО ""Железная деятельность"" ИНН 91840523947 ЮРЛИЦО №1"
CL_23091	"АО ""Железная деятельность"" ИНН 91840523947"	"АО ""Железная деятельность"" ИНН 91840523947 ЮРЛИЦО №3"
CL_231	"ООО ""Фантастическая история"" ИНН 67225102951"	"ООО ""Фантастическая история"" ИНН 67225102951 ЮРЛИЦО №1"
CL_23101	"ООО ""Стальной металл"" ИНН 20725208620"	"ООО ""Стальной металл"" ИНН 20725208620 ЮРЛИЦО №1"
CL_2311	"ООО ""Работник"" ИНН 62731426700"	"ООО ""Работник"" ИНН 62731426700 ЮРЛИЦО №1"
CL_2311	"ООО ""Работник"" ИНН 62731426700"	"ООО ""Работник"" ИНН 62731426700 ЮРЛИЦО №3"
CL_23111	"ООО ""Представление"" ИНН 55845297899"	"ООО ""Представление"" ИНН 55845297899 ЮРЛИЦО №1"
CL_23121	"ООО ""Набор"" ИНН 80270334122"	"ООО ""Набор"" ИНН 80270334122 ЮРЛИЦО №1"
CL_23131	"ООО ""Полет"" ИНН 39785972235"	"ООО ""Полет"" ИНН 39785972235 ЮРЛИЦО №1"
CL_23141	"ООО ""Редкое положение"" ИНН 13636046190"	"ООО ""Редкое положение"" ИНН 13636046190 ЮРЛИЦО №1"
CL_23141	"ООО ""Редкое положение"" ИНН 13636046190"	"ООО ""Редкое положение"" ИНН 13636046190 ЮРЛИЦО №4"
CL_23151	"ПАО ""Экстраординарный союз"" ИНН 42471272578"	"ПАО ""Экстраординарный союз"" ИНН 42471272578 ЮРЛИЦО №1"
CL_23161	"ООО ""Первоклассный стол"" ИНН 30246519973"	"ООО ""Первоклассный стол"" ИНН 30246519973 ЮРЛИЦО №1"
CL_23171	"ООО ""Стопроцентный предел"" ИНН 49852608729"	"ООО ""Стопроцентный предел"" ИНН 49852608729 ЮРЛИЦО №1"
CL_23181	"ООО ""Школа"" ИНН 42039705791"	"ООО ""Школа"" ИНН 42039705791 ЮРЛИЦО №1"
CL_23181	"ООО ""Школа"" ИНН 42039705791"	"ООО ""Школа"" ИНН 42039705791 ЮРЛИЦО №4"
CL_23191	"АО ""Образец"" ИНН 95813491145"	"АО ""Образец"" ИНН 95813491145 ЮРЛИЦО №1"
CL_23191	"АО ""Образец"" ИНН 95813491145"	"АО ""Образец"" ИНН 95813491145 ЮРЛИЦО №3"
CL_23201	"ООО ""Отменное чувство"" ИНН 16418470331"	"ООО ""Отменное чувство"" ИНН 16418470331 ЮРЛИЦО №1"
CL_2321	"ПАО ""Добрая свобода"" ИНН 35060679842"	"ПАО ""Добрая свобода"" ИНН 35060679842 ЮРЛИЦО №1"
CL_23211	"ООО ""Рынок"" ИНН 76863390541"	"ООО ""Рынок"" ИНН 76863390541 ЮРЛИЦО №1"
CL_23221	"ООО ""Необыкновенная глубина"" ИНН 78636978435"	"ООО ""Необыкновенная глубина"" ИНН 78636978435 ЮРЛИЦО №1"
CL_23231	"ООО ""Фактор"" ИНН 15585369811"	"ООО ""Фактор"" ИНН 15585369811 ЮРЛИЦО №1"
CL_23241	"ООО ""Берег"" ИНН 57270141684"	"ООО ""Берег"" ИНН 57270141684 ЮРЛИЦО №1"
CL_23251	"ООО ""Счет"" ИНН 79282205466"	"ООО ""Счет"" ИНН 79282205466 ЮРЛИЦО №1"
CL_23261	"ООО ""Пламенный дом"" ИНН 3779000393"	"ООО ""Пламенный дом"" ИНН 3779000393 ЮРЛИЦО №1"
CL_23271	"ПАО ""Всесильное место"" ИНН 73662958136"	"ПАО ""Всесильное место"" ИНН 73662958136 ЮРЛИЦО №1"
CL_23281	"ООО ""Доктор"" ИНН 85068531671"	"ООО ""Доктор"" ИНН 85068531671 ЮРЛИЦО №1"
CL_23291	"ООО ""Сильный лидер"" ИНН 530758861"	"ООО ""Сильный лидер"" ИНН 530758861 ЮРЛИЦО №1"
CL_23301	"АО ""Проблема"" ИНН 69589005592"	"АО ""Проблема"" ИНН 69589005592 ЮРЛИЦО №1"
CL_23301	"АО ""Проблема"" ИНН 69589005592"	"АО ""Проблема"" ИНН 69589005592 ЮРЛИЦО №4"
CL_2331	"ООО ""Безраздельный театр"" ИНН 26613578602"	"ООО ""Безраздельный театр"" ИНН 26613578602 ЮРЛИЦО №1"
CL_23311	"ООО ""Наибольшое отсутствие"" ИНН 91028217944"	"ООО ""Наибольшое отсутствие"" ИНН 91028217944 ЮРЛИЦО №1"
CL_23321	"ООО ""Формула"" ИНН 3989038582"	"ООО ""Формула"" ИНН 3989038582 ЮРЛИЦО №1"
CL_23331	"ООО ""Неистощимый коридор"" ИНН 75716941289"	"ООО ""Неистощимый коридор"" ИНН 75716941289 ЮРЛИЦО №1"
CL_23341	"ООО ""Жгучая практика"" ИНН 81707260653"	"ООО ""Жгучая практика"" ИНН 81707260653 ЮРЛИЦО №1"
CL_23351	"ООО ""Направление"" ИНН 25009007451"	"ООО ""Направление"" ИНН 25009007451 ЮРЛИЦО №1"
CL_23361	"ООО ""Тотальный источник"" ИНН 62735570419"	"ООО ""Тотальный источник"" ИНН 62735570419 ЮРЛИЦО №1"
CL_23371	"ООО ""Экстраординарная безопасность"" ИНН 85302055978"	"ООО ""Экстраординарная безопасность"" ИНН 85302055978 ЮРЛИЦО №1"
CL_23371	"ООО ""Экстраординарная безопасность"" ИНН 85302055978"	"ООО ""Экстраординарная безопасность"" ИНН 85302055978 ЮРЛИЦО №2"
CL_23381	"ООО ""Сфера"" ИНН 78492970013"	"ООО ""Сфера"" ИНН 78492970013 ЮРЛИЦО №1"
CL_23391	"ООО ""Поддержка"" ИНН 6261875231"	"ООО ""Поддержка"" ИНН 6261875231 ЮРЛИЦО №1"
CL_23391	"ООО ""Поддержка"" ИНН 6261875231"	"ООО ""Поддержка"" ИНН 6261875231 ЮРЛИЦО №4"
CL_23401	"ООО ""Свобода"" ИНН 97529238154"	"ООО ""Свобода"" ИНН 97529238154 ЮРЛИЦО №1"
CL_2341	"ООО ""Реформа"" ИНН 84709679731"	"ООО ""Реформа"" ИНН 84709679731 ЮРЛИЦО №1"
CL_23411	"ПАО ""Лестница"" ИНН 72694056472"	"ПАО ""Лестница"" ИНН 72694056472 ЮРЛИЦО №1"
CL_23421	"ООО ""Кристальная команда"" ИНН 74706761042"	"ООО ""Кристальная команда"" ИНН 74706761042 ЮРЛИЦО №1"
CL_23421	"ООО ""Кристальная команда"" ИНН 74706761042"	"ООО ""Кристальная команда"" ИНН 74706761042 ЮРЛИЦО №2"
CL_23431	"ООО ""Экономика"" ИНН 25569827480"	"ООО ""Экономика"" ИНН 25569827480 ЮРЛИЦО №1"
CL_23441	"ООО ""Кристальная квартира"" ИНН 38199204265"	"ООО ""Кристальная квартира"" ИНН 38199204265 ЮРЛИЦО №1"
CL_23451	"ООО ""Информация"" ИНН 71426979936"	"ООО ""Информация"" ИНН 71426979936 ЮРЛИЦО №1"
CL_23451	"ООО ""Информация"" ИНН 71426979936"	"ООО ""Информация"" ИНН 71426979936 ЮРЛИЦО №5"
CL_23461	"ООО ""Черный этап"" ИНН 56018919563"	"ООО ""Черный этап"" ИНН 56018919563 ЮРЛИЦО №1"
CL_23471	"ООО ""Ювелирная музыка"" ИНН 8310022567"	"ООО ""Ювелирная музыка"" ИНН 8310022567 ЮРЛИЦО №1"
CL_23481	"ООО ""Чай"" ИНН 82685812422"	"ООО ""Чай"" ИНН 82685812422 ЮРЛИЦО №1"
CL_23491	"ООО ""Непревзойденный снег"" ИНН 30243316943"	"ООО ""Непревзойденный снег"" ИНН 30243316943 ЮРЛИЦО №1"
CL_23501	"ООО ""Средство"" ИНН 70730180293"	"ООО ""Средство"" ИНН 70730180293 ЮРЛИЦО №1"
CL_2351	"ООО ""Труд"" ИНН 66703871152"	"ООО ""Труд"" ИНН 66703871152 ЮРЛИЦО №1"
CL_23511	"ООО ""Серьезная комиссия"" ИНН 27241355277"	"ООО ""Серьезная комиссия"" ИНН 27241355277 ЮРЛИЦО №1"
CL_23521	"ООО ""Крутое небо"" ИНН 92299457609"	"ООО ""Крутое небо"" ИНН 92299457609 ЮРЛИЦО №1"
CL_23531	"ООО ""Реакция"" ИНН 84432616914"	"ООО ""Реакция"" ИНН 84432616914 ЮРЛИЦО №1"
CL_23541	"ООО ""Первая борьба"" ИНН 16521357408"	"ООО ""Первая борьба"" ИНН 16521357408 ЮРЛИЦО №1"
CL_23551	"ООО ""Высший остров"" ИНН 38897354737"	"ООО ""Высший остров"" ИНН 38897354737 ЮРЛИЦО №1"
CL_23561	"ООО ""Стальной труд"" ИНН 94627486319"	"ООО ""Стальной труд"" ИНН 94627486319 ЮРЛИЦО №1"
CL_23561	"ООО ""Стальной труд"" ИНН 94627486319"	"ООО ""Стальной труд"" ИНН 94627486319 ЮРЛИЦО №2"
CL_23571	"АО ""Настоящая одежда"" ИНН 39953116394"	"АО ""Настоящая одежда"" ИНН 39953116394 ЮРЛИЦО №1"
CL_23571	"АО ""Настоящая одежда"" ИНН 39953116394"	"АО ""Настоящая одежда"" ИНН 39953116394 ЮРЛИЦО №2"
CL_23581	"ООО ""Безграничный совет"" ИНН 77791630729"	"ООО ""Безграничный совет"" ИНН 77791630729 ЮРЛИЦО №1"
CL_23591	"ООО ""Деталь"" ИНН 91843786207"	"ООО ""Деталь"" ИНН 91843786207 ЮРЛИЦО №1"
CL_23601	"ООО ""Крупный состав"" ИНН 63438971945"	"ООО ""Крупный состав"" ИНН 63438971945 ЮРЛИЦО №1"
CL_2361	"ООО ""Положение"" ИНН 84218063768"	"ООО ""Положение"" ИНН 84218063768 ЮРЛИЦО №1"
CL_23611	"ООО ""Материал"" ИНН 56072160968"	"ООО ""Материал"" ИНН 56072160968 ЮРЛИЦО №1"
CL_23621	"ООО ""Поле"" ИНН 22567574190"	"ООО ""Поле"" ИНН 22567574190 ЮРЛИЦО №1"
CL_23621	"ООО ""Поле"" ИНН 22567574190"	"ООО ""Поле"" ИНН 22567574190 ЮРЛИЦО №2"
CL_23631	"ООО ""Дивный отдых"" ИНН 87564937869"	"ООО ""Дивный отдых"" ИНН 87564937869 ЮРЛИЦО №1"
CL_23641	"ООО ""Большая мысль"" ИНН 19799813914"	"ООО ""Большая мысль"" ИНН 19799813914 ЮРЛИЦО №1"
CL_23651	"АО ""Выход"" ИНН 7683640117"	"АО ""Выход"" ИНН 7683640117 ЮРЛИЦО №1"
CL_23661	"ООО ""Подлинная минута"" ИНН 4811275321"	"ООО ""Подлинная минута"" ИНН 4811275321 ЮРЛИЦО №1"
CL_23671	"ООО ""Дивный выход"" ИНН 66689222686"	"ООО ""Дивный выход"" ИНН 66689222686 ЮРЛИЦО №1"
CL_23681	"АО ""Большая песня"" ИНН 22554642163"	"АО ""Большая песня"" ИНН 22554642163 ЮРЛИЦО №1"
